key,item_id,rarity,name,category,image_num,color,brand,type,like,outfit_id,volume,series_name,term_start,term_end
jr1_07,JR1-07,JR,ときめきのブルージュエルドレス,ワンピース,,青,sweet_honey,ラブリー,1500,ときめきのブルージュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_08,JR1-08,JR,ときめきのブルージュエルシューズ,シューズ,,青,sweet_honey,ラブリー,750,ときめきのブルージュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_09,JR1-09,JR,ときめきのブルージュエルヘアアクセ,ヘアアクセ,,青,sweet_honey,ラブリー,750,ときめきのブルージュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_10,JR1-10,JR,ときめきのゴールドジュエルドレス,ワンピース,,ゴールド,sweet_honey,ラブリー,1500,ときめきのゴールドジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_11,JR1-11,JR,ときめきのゴールドジュエルシューズ,シューズ,,ゴールド,sweet_honey,ラブリー,750,ときめきのゴールドジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_12,JR1-12,JR,ときめきのゴールドジュエルヘアアクセ,ヘアアクセ,,ゴールド,sweet_honey,ラブリー,750,ときめきのゴールドジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_13,JR1-13,JR,ときめきのブラックジュエルドレス,ワンピース,,黒,sweet_honey,ラブリー,1500,ときめきのブラックジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_14,JR1-14,JR,ときめきのブラックジュエルシューズ,シューズ,,黒,sweet_honey,ラブリー,750,ときめきのブラックジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_15,JR1-15,JR,ときめきのブラックジュエルヘアアクセ,ヘアアクセ,,黒,sweet_honey,ラブリー,750,ときめきのブラックジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_16,JR1-16,JR,ときめきのレッドジュエルドレス,ワンピース,,赤,sweet_honey,ラブリー,1500,ときめきのレッドジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_17,JR1-17,JR,ときめきのレッドジュエルシューズ,シューズ,,赤,sweet_honey,ラブリー,750,ときめきのレッドジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_18,JR1-18,JR,ときめきのレッドジュエルヘアアクセ,ヘアアクセ,,赤,sweet_honey,ラブリー,750,ときめきのレッドジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_19,JR1-19,JR,ときめきのグリーンジュエルドレス,ワンピース,,緑,sweet_honey,ラブリー,1500,ときめきのグリーンジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_20,JR1-20,JR,ときめきのグリーンジュエルシューズ,シューズ,,緑,sweet_honey,ラブリー,750,ときめきのグリーンジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_21,JR1-21,JR,ときめきのグリーンジュエルヘアアクセ,ヘアアクセ,,緑,sweet_honey,ラブリー,750,ときめきのグリーンジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_22,JR1-22,JR,ときめきのパープルジュエルドレス,ワンピース,,紫,sweet_honey,ラブリー,1500,ときめきのパープルジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_23,JR1-23,JR,ときめきのパープルジュエルシューズ,シューズ,,紫,sweet_honey,ラブリー,750,ときめきのパープルジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_24,JR1-24,JR,ときめきのパープルジュエルヘアアクセ,ヘアアクセ,,紫,sweet_honey,ラブリー,750,ときめきのパープルジュエル,ジュエル1弾,ジュエルコーデ,2019-04-04,2019-05-22
jr1_25,JR1-25,JR,ときめきのホワイトジュエルドレス,ワンピース,,白,sweet_honey,ラブリー,1500,ときめきのホワイトジュエル,,ジュエルコーデ,,
jr1_26,JR1-26,JR,ときめきのホワイトジュエルシューズ,シューズ,,白,sweet_honey,ラブリー,750,ときめきのホワイトジュエル,,ジュエルコーデ,,
jr1_27,JR1-27,JR,ときめきのホワイトジュエルヘアアクセ,ヘアアクセ,,白,sweet_honey,ラブリー,750,ときめきのホワイトジュエル,,ジュエルコーデ,,
jr1_28,JR1-28,JR,ときめきのレインボージュエルドレス,ワンピース,,レインボー,sweet_honey,ラブリー,1500,ときめきのレインボージュエル,,ジュエルコーデ,,
jr1_29,JR1-29,JR,ときめきのレインボージュエルシューズ,シューズ,,レインボー,sweet_honey,ラブリー,750,ときめきのレインボージュエル,,ジュエルコーデ,,
jr1_30,JR1-30,JR,ときめきのレインボージュエルヘアアクセ,ヘアアクセ,,レインボー,sweet_honey,ラブリー,750,ときめきのレインボージュエル,,ジュエルコーデ,,
jr2_01,JR2-01,JR,やさしさのブルージュエルドレス,ワンピース,65036,青,secret_alice,クール,1500,やさしさのブルージュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_02,JR2-02,JR,やさしさのブルージュエルシューズ,シューズ,65037,青,secret_alice,クール,750,やさしさのブルージュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_03,JR2-03,JR,やさしさのブルージュエルヘアアクセ,ヘアアクセ,65038,青,secret_alice,クール,750,やさしさのブルージュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_04,JR2-04,JR,やさしさのピンクジュエルドレス,ワンピース,,ピンク,secret_alice,クール,1500,やさしさのピンクジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_05,JR2-05,JR,やさしさのピンクジュエルシューズ,シューズ,,ピンク,secret_alice,クール,750,やさしさのピンクジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_06,JR2-06,JR,やさしさのピンクジュエルヘアアクセ,ヘアアクセ,,ピンク,secret_alice,クール,750,やさしさのピンクジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_07,JR2-07,JR,やさしさのイエロージュエルドレス,ワンピース,,黄,secret_alice,クール,1500,やさしさのイエロージュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_08,JR2-08,JR,やさしさのイエロージュエルシューズ,シューズ,,黄,secret_alice,クール,750,やさしさのイエロージュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_09,JR2-09,JR,やさしさのイエロージュエルヘアアクセ,ヘアアクセ,,黄,secret_alice,クール,750,やさしさのイエロージュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_10,JR2-10,JR,やさしさのゴールドジュエルドレス,ワンピース,,ゴールド,secret_alice,クール,1500,やさしさのゴールドジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_11,JR2-11,JR,やさしさのゴールドジュエルシューズ,シューズ,,ゴールド,secret_alice,クール,750,やさしさのゴールドジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_12,JR2-12,JR,やさしさのゴールドジュエルヘアアクセ,ヘアアクセ,,ゴールド,secret_alice,クール,750,やさしさのゴールドジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_13,JR2-13,JR,やさしさのブラックジュエルドレス,ワンピース,,黒,secret_alice,クール,1500,やさしさのブラックジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_14,JR2-14,JR,やさしさのブラックジュエルシューズ,シューズ,,黒,secret_alice,クール,750,やさしさのブラックジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_15,JR2-15,JR,やさしさのブラックジュエルヘアアクセ,ヘアアクセ,,黒,secret_alice,クール,750,やさしさのブラックジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_16,JR2-16,JR,やさしさのレッドジュエルドレス,ワンピース,,赤,secret_alice,クール,1500,やさしさのレッドジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_17,JR2-17,JR,やさしさのレッドジュエルシューズ,シューズ,,赤,secret_alice,クール,750,やさしさのレッドジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_18,JR2-18,JR,やさしさのレッドジュエルヘアアクセ,ヘアアクセ,,赤,secret_alice,クール,750,やさしさのレッドジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_19,JR2-19,JR,やさしさのグリーンジュエルドレス,ワンピース,,緑,secret_alice,クール,1500,やさしさのグリーンジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_20,JR2-20,JR,やさしさのグリーンジュエルシューズ,シューズ,,緑,secret_alice,クール,750,やさしさのグリーンジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_21,JR2-21,JR,やさしさのグリーンジュエルヘアアクセ,ヘアアクセ,,緑,secret_alice,クール,750,やさしさのグリーンジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_22,JR2-22,JR,やさしさのパープルジュエルドレス,ワンピース,,紫,secret_alice,クール,1500,やさしさのパープルジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_23,JR2-23,JR,やさしさのパープルジュエルシューズ,シューズ,,紫,secret_alice,クール,750,やさしさのパープルジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_24,JR2-24,JR,やさしさのパープルジュエルヘアアクセ,ヘアアクセ,,紫,secret_alice,クール,750,やさしさのパープルジュエル,ジュエル2弾,ジュエルコーデ,2019-05-23,2019-06-19
jr2_25,JR2-25,JR,やさしさのホワイトジュエルドレス,ワンピース,,白,secret_alice,クール,1500,やさしさのホワイトジュエル,,ジュエルコーデ,,
jr2_26,JR2-26,JR,やさしさのホワイトジュエルシューズ,シューズ,,白,secret_alice,クール,750,やさしさのホワイトジュエル,,ジュエルコーデ,,
jr2_27,JR2-27,JR,やさしさのホワイトジュエルヘアアクセ,ヘアアクセ,,白,secret_alice,クール,750,やさしさのホワイトジュエル,,ジュエルコーデ,,
jr2_28,JR2-28,JR,やさしさのレインボージュエルドレス,ワンピース,,レインボー,secret_alice,クール,1500,やさしさのレインボージュエル,,ジュエルコーデ,,
jr2_29,JR2-29,JR,やさしさのレインボージュエルシューズ,シューズ,,レインボー,secret_alice,クール,750,やさしさのレインボージュエル,,ジュエルコーデ,,
jr2_30,JR2-30,JR,やさしさのレインボージュエルヘアアクセ,ヘアアクセ,,レインボー,secret_alice,クール,750,やさしさのレインボージュエル,,ジュエルコーデ,,
jr3_01,JR3-01,JR,ちしきのパープルジュエルドレス,ワンピース,65075,紫,universe_queen,クール,1500,ちしきのパープルジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_02,JR3-02,JR,ちしきのパープルジュエルシューズ,シューズ,65076,紫,universe_queen,クール,750,ちしきのパープルジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_03,JR3-03,JR,ちしきのパープルジュエルヘアアクセ,ヘアアクセ,65077,紫,universe_queen,クール,750,ちしきのパープルジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_04,JR3-04,JR,ちしきのピンクジュエルドレス,ワンピース,,ピンク,universe_queen,クール,1500,ちしきのピンクジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_05,JR3-05,JR,ちしきのピンクジュエルシューズ,シューズ,,ピンク,universe_queen,クール,750,ちしきのピンクジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_06,JR3-06,JR,ちしきのピンクジュエルヘアアクセ,ヘアアクセ,,ピンク,universe_queen,クール,750,ちしきのピンクジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_07,JR3-07,JR,ちしきのイエロージュエルドレス,ワンピース,,黄,universe_queen,クール,1500,ちしきのイエロージュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_08,JR3-08,JR,ちしきのイエロージュエルシューズ,シューズ,,黄,universe_queen,クール,750,ちしきのイエロージュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_09,JR3-09,JR,ちしきのイエロージュエルヘアアクセ,ヘアアクセ,,黄,universe_queen,クール,750,ちしきのイエロージュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_10,JR3-10,JR,ちしきのブルージュエルドレス,ワンピース,,青,universe_queen,クール,1500,ちしきのブルージュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_11,JR3-11,JR,ちしきのブルージュエルシューズ,シューズ,,青,universe_queen,クール,750,ちしきのブルージュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_12,JR3-12,JR,ちしきのブルージュエルヘアアクセ,ヘアアクセ,,青,universe_queen,クール,750,ちしきのブルージュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_13,JR3-13,JR,ちしきのゴールドジュエルドレス,ワンピース,,ゴールド,universe_queen,クール,1500,ちしきのゴールドジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_14,JR3-14,JR,ちしきのゴールドジュエルシューズ,シューズ,,ゴールド,universe_queen,クール,750,ちしきのゴールドジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_15,JR3-15,JR,ちしきのゴールドジュエルヘアアクセ,ヘアアクセ,,ゴールド,universe_queen,クール,750,ちしきのゴールドジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_16,JR3-16,JR,ちしきのブラックジュエルドレス,ワンピース,,黒,universe_queen,クール,1500,ちしきのブラックジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_17,JR3-17,JR,ちしきのブラックジュエルシューズ,シューズ,,黒,universe_queen,クール,750,ちしきのブラックジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_18,JR3-18,JR,ちしきのブラックジュエルヘアアクセ,ヘアアクセ,,黒,universe_queen,クール,750,ちしきのブラックジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_19,JR3-19,JR,ちしきのレッドジュエルドレス,ワンピース,,赤,universe_queen,クール,1500,ちしきのレッドジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_20,JR3-20,JR,ちしきのレッドジュエルシューズ,シューズ,,赤,universe_queen,クール,750,ちしきのレッドジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_21,JR3-21,JR,ちしきのレッドジュエルヘアアクセ,ヘアアクセ,,赤,universe_queen,クール,750,ちしきのレッドジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_22,JR3-22,JR,ちしきのグリーンジュエルドレス,ワンピース,,緑,universe_queen,クール,1500,ちしきのグリーンジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_23,JR3-23,JR,ちしきのグリーンジュエルシューズ,シューズ,,緑,universe_queen,クール,750,ちしきのグリーンジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_24,JR3-24,JR,ちしきのグリーンジュエルヘアアクセ,ヘアアクセ,,緑,universe_queen,クール,750,ちしきのグリーンジュエル,ジュエル2弾,ジュエルコーデ,2019-06-20,2019-07-10
jr3_25,JR3-25,JR,ちしきのホワイトジュエルドレス,ワンピース,,白,universe_queen,クール,1500,ちしきのホワイトジュエル,,ジュエルコーデ,,
jr3_26,JR3-26,JR,ちしきのホワイトジュエルシューズ,シューズ,,白,universe_queen,クール,750,ちしきのホワイトジュエル,,ジュエルコーデ,,
jr3_27,JR3-27,JR,ちしきのホワイトジュエルヘアアクセ,ヘアアクセ,,白,universe_queen,クール,750,ちしきのホワイトジュエル,,ジュエルコーデ,,
jr3_28,JR3-28,JR,ちしきのレインボージュエルドレス,ワンピース,,レインボー,universe_queen,クール,1500,ちしきのレインボージュエル,,ジュエルコーデ,,
jr3_29,JR3-29,JR,ちしきのレインボージュエルシューズ,シューズ,,レインボー,universe_queen,クール,750,ちしきのレインボージュエル,,ジュエルコーデ,,
jr3_30,JR3-30,JR,ちしきのレインボージュエルヘアアクセ,ヘアアクセ,,レインボー,universe_queen,クール,750,ちしきのレインボージュエル,,ジュエルコーデ,,
jr4_01,JR4-01,JR,じゅんしんのブラックジュエルドレス,ワンピース,65111,黒,dance_and_street,クール,1500,じゅんしんのブラックジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_02,JR4-02,JR,じゅんしんのブラックジュエルシューズ,シューズ,65112,黒,dance_and_street,クール,750,じゅんしんのブラックジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_03,JR4-03,JR,じゅんしんのブラックジュエルヘアアクセ,ヘアアクセ,65113,黒,dance_and_street,クール,750,じゅんしんのブラックジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_04,JR4-04,JR,じゅんしんのピンクジュエルドレス,ワンピース,,ピンク,dance_and_street,クール,1500,じゅんしんのピンクジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_05,JR4-05,JR,じゅんしんのピンクジュエルシューズ,シューズ,,ピンク,dance_and_street,クール,750,じゅんしんのピンクジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_06,JR4-06,JR,じゅんしんのピンクジュエルヘアアクセ,ヘアアクセ,,ピンク,dance_and_street,クール,750,じゅんしんのピンクジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_07,JR4-07,JR,じゅんしんのイエロージュエルドレス,ワンピース,,黄,dance_and_street,クール,1500,じゅんしんのイエロージュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_08,JR4-08,JR,じゅんしんのイエロージュエルシューズ,シューズ,,黄,dance_and_street,クール,750,じゅんしんのイエロージュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_09,JR4-09,JR,じゅんしんのイエロージュエルヘアアクセ,ヘアアクセ,,黄,dance_and_street,クール,750,じゅんしんのイエロージュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_10,JR4-10,JR,じゅんしんのブルージュエルドレス,ワンピース,,青,dance_and_street,クール,1500,じゅんしんのブルージュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_11,JR4-11,JR,じゅんしんのブルージュエルシューズ,シューズ,,青,dance_and_street,クール,750,じゅんしんのブルージュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_12,JR4-12,JR,じゅんしんのブルージュエルヘアアクセ,ヘアアクセ,,青,dance_and_street,クール,750,じゅんしんのブルージュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_13,JR4-13,JR,じゅんしんのゴールドジュエルドレス,ワンピース,,ゴールド,dance_and_street,クール,1500,じゅんしんのゴールドジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_14,JR4-14,JR,じゅんしんのゴールドジュエルシューズ,シューズ,,ゴールド,dance_and_street,クール,750,じゅんしんのゴールドジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_15,JR4-15,JR,じゅんしんのゴールドジュエルヘアアクセ,ヘアアクセ,,ゴールド,dance_and_street,クール,750,じゅんしんのゴールドジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_16,JR4-16,JR,じゅんしんのレッドジュエルドレス,ワンピース,,赤,dance_and_street,クール,1500,じゅんしんのレッドジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_17,JR4-17,JR,じゅんしんのレッドジュエルシューズ,シューズ,,赤,dance_and_street,クール,750,じゅんしんのレッドジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_18,JR4-18,JR,じゅんしんのレッドジュエルヘアアクセ,ヘアアクセ,,赤,dance_and_street,クール,750,じゅんしんのレッドジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_19,JR4-19,JR,じゅんしんのグリーンジュエルドレス,ワンピース,,緑,dance_and_street,クール,1500,じゅんしんのグリーンジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_20,JR4-20,JR,じゅんしんのグリーンジュエルシューズ,シューズ,,緑,dance_and_street,クール,750,じゅんしんのグリーンジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_21,JR4-21,JR,じゅんしんのグリーンジュエルヘアアクセ,ヘアアクセ,,緑,dance_and_street,クール,750,じゅんしんのグリーンジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_22,JR4-22,JR,じゅんしんのパープルジュエルドレス,ワンピース,,紫,dance_and_street,クール,1500,じゅんしんのパープルジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
jr4_23,JR4-23,JR,じゅんしんのパープルジュエルシューズ,シューズ,,紫,dance_and_street,クール,750,じゅんしんのパープルジュエル,ジュエル3弾,ジュエルコーデ,2019-07-11,2019-08-07
